Datetime,Text
2021-09-01 13:29:03+00:00,"구교 얘기는 아니지만 제가 뼈문과라서 이번 모고 과학점수 완전... (근데 원래 이정도나왓어요 한22점)
수학은... 이번엔좀망햇지만.
열심히해서 과학수학도 잘볼게요....
공부 열심히 해서 원하던 점수도 받고 원하던 지갑도 갖고. 화이팅하겟습니다"
2021-09-01 13:12:49+00:00,"쌤들이 나 볼때마다 다른과목이랑 수학 편차 왜 이렇게 크냐고 하심...........
뼈문과라서요 https://t.co/DlMMFJt80W"
2021-09-01 12:55:22+00:00,@friendwbolpopo 문과라서 살았던거 같음
2021-09-01 12:11:40+00:00,오빠도 나한테 이런 얘기 하면 잘 들어줘서 재밌을걸? 울 새언니도 문과라서 듣기 싫어할거야ㅋㅋㅋㅋ
2021-09-01 10:48:15+00:00,@li_me_00 이과 멋있어... 난 뼈문과라서...^^^
2021-09-01 10:17:39+00:00,소니아는 문과라서 나는 평범해!라고 말하지만 남들 보기에는 다 똑같은 포켓몬박사여서 망했다고 한다
2021-09-01 10:07:03+00:00,"수학학원쌤이 이과애들은미적분하느라 모고대비를못했는데
너는문과라서그성적이가능한거라고
진짜공부하고안하고가차이가많이난다고말씀해주심...
ㄹㅇㄷㄷ"
2021-09-01 10:05:59+00:00,"생각해보니까
문과라서수학모고에유리한점도있는듯
미적분을않해가지고..."
2021-09-01 01:08:07+00:00,문과라서 기억력이 나쁘지는 않은데 자신감이 부족하고 본인 기억을 못 믿는 게 있어서 주변 사람들한테 확인받아야 마음이 놓이는 편...
2021-08-31 18:43:13+00:00,"내가 너무... 아직 어린가. 받아들이질 못하겠는 게, 내가 어려서 그런 건가. 아니면 그냥 문과라서 그런가."
2021-08-31 15:52:44+00:00,"@violette_aube ㅠㅠㅠ 맞아요ㅠㅠ 극악의 난이도,, 하지만 화학도 정말 대단하세요,,✨ 저는 뼛속까지 문과라서 화학이 더 외국어 같았거든요,,ㅠㅠㅠ"
2021-08-31 12:38:30+00:00,@akaimaryS2 전 사회문과라서요 국어는 영.....
2021-08-31 10:22:36+00:00,문과라서 근육이가 없어요
2021-08-31 07:17:35+00:00,@Sls_921 와 과학.. 난 문과라서 과학 안 한지 2년째
2021-08-31 05:28:54+00:00,"@Yoon_gi_joeahae ㄱㅊ 나 문과라서 내년에 과학안함
충분히 던져도 돼"
2021-08-31 03:35:20+00:00,고2 고3 언니들...트친분들... 고민이 있는데 내일까지 선택과목 수강신청 해야하는데ㅠㅠ완전 문과라서 사탐듣고 과탐을 지구/생명 생각중인데 모가 더 낫나요... 생명 유전파트 오지게 어려워해서 짱고민중인데..  지금 해놓은게 확통 한지 윤사 세계사 정법 지구.. 사탐도 바꿀까여...
2021-08-30 16:30:42+00:00,진자 머..저런친구가 다잇지 싶을정도로 팍팍한 현대에 ?같은 친구가..잇서 입시준비함서 힘든거 말하고 햇더니 내 자소서를 진심으로 첨삭해주는거임.. 글도 잘쓰는친구고 어휘력도 좋은 찐문과라서
2021-08-30 16:22:38+00:00,사실 저도 문과라서 갈릴래오갈릴래이만 머릿속에 희미하게 남아있을 뿐이에요 자세한 설명은 이과분께서 설명해주실거라구 해요
2021-08-30 15:05:43+00:00,"사회에 일감 몰아주기가 있다면
학교에는 상장 몰아주기가 있다
사회는 공론화되도 특정하기 어렵지만
학교는 누가 누군지 다 아는 집단이넼ㅋ

내가 거기에 퍼부운 시간이나 노력. 제출전날 보고서 바꿔치기하고 대충 작년에 수행 끌어다 대충 제출한게 문과라서, 내신이 더 좋다는 이유로 포장된다."
2021-08-30 13:45:44+00:00,전 문과라서요 🙄 https://t.co/0QEpltdD4P
2021-08-30 13:20:11+00:00,문과라서;
2021-08-30 12:01:59+00:00,"@juamator ""제가 수학을 좀 못했어요""
""문과라서 수학이 항상 막 두 개씩 틀리고"""
2021-08-30 10:27:21+00:00,@soupsoap1205 하려구요 저 문과라서...ㅋㅋㅋ
2021-08-30 03:59:55+00:00,"17. 현재 진로는 어느 방향으로 정했는지?

사실 꿈이 없어서.. 우선 지금은 원서부터 생각하고 있습니다!
태생 문과라서 그쪽으로 가지 않을까 싶네요:)"
2021-08-30 02:23:17+00:00,"@singingsing00 저도 문과라서 사탐 계열 과목들 다 좋은데

유일하게 경제는 싫더라고요 ㅠㅠ

경제가 제일 중요한건데 ㅠㅠ

한국지리, 세계지리, 법과 정치, 세계사, 한국사는 정말 재미있는데 👉👈

경제는 어려움 ㅠㅠ"
2021-08-30 02:08:49+00:00,"그게 바로 

지짱민
대학은 졸업했지만 문과라서 죄송한 지짱민 계약직으로 일했지만 짤리고 돈도 없고 뭣도 없어서 본가에 붙어 삼 https://t.co/vcMmekaXll"
2021-08-29 16:12:33+00:00,"힐다는 완전 이과고 이브는 완전 문과라서 둘 티카티카 너무 좋을 것만 같아 

🐞: 꽃은 정말 아름다워! 누나 이 꽃 봐봐! 누나랑 너무 잘 어울려! 

🐺: 이브, 지금 성기를 나한테 들이대고 있는거야?

🐞: ???????

🐺: 이브, 꽃은 식물의 성기야. 설마 그것도 몰랐던 건 아니지?"
2021-08-29 15:10:01+00:00,@SxGar_GRight 문과라서 모르겟어요(빠른 손절
2021-08-29 13:27:10+00:00,"비올레타씨의수수께끼답이궁금하다
저도..
못풀어갖고
김맥스: 하하 전 문과라서요"
2021-08-29 10:39:58+00:00,"앗 미,미안 내가 문과라서...곱하기는 가르쳐 줄 수 있어... https://t.co/oDrliB9DyX"
2021-08-29 04:22:49+00:00,@beeeaneen 아악ㅋㅋㅋㅋㅋㅋ 저는 화학... 그냥... 멋져서 좋아했어요... 당연히 잘하진 못했고... 문과라서 듣지도 못했구요...(??
2021-08-28 16:50:29+00:00,@horang2_11 오홍…너 1학기 때 들엇음?? 나는 뼈 문과라서 수2 2학기에 함…ㅜ
2021-08-28 14:05:47+00:00,@ssx_0o 헐 이과..! 제가 문과라서 그런지 이과 대단해보여요..
2021-08-28 10:05:51+00:00,"@do_jamsang 전 문과라서 그냥 닥치고 잇으려구요,, 이과분들께서 이미 노력하고 계실지도 멀라여.."
2021-08-28 03:47:58+00:00,그렇지... 후배가 문과라서 살짝 걱정했는데 러브 앤 피스를 지키고자 하는 건 결국 같아.
2021-08-28 01:43:01+00:00,"@개변 못해먹겠네 진짜...나 키퍼할 상은 아닌듯

전 스토리텔링 문과라서.. :)
당신 유사 이과 아닌가요:)"
2021-08-28 01:32:01+00:00,문과라서;
2021-08-27 21:43:20+00:00,"마루: 2차원으로 가려면 어떻게 해야 할까?
소한: 이론적으로는 미분하면 갈 수 있습니다. 몸을 좀 남겨두지 않으면 적분해도 못 돌아오겠지만.
마루: (문과라서 이해는 못했지만, 미분하면 사진으로 들어갈 수 있나봐)
소한: 저도 문과입니다.

#벽원고"
2021-08-27 16:06:45+00:00,@do_h_c 문과라서 과학 못할거야로 추리하면 허점이 생기는 빱라인씬 4 보고 싶네요
2021-08-27 15:46:33+00:00,"물론 내가 문과라서 수학이 그나마 낫단 소리를 할 수 있는거지도 모르지만,,,"
2021-08-27 15:03:54+00:00,@CHS_Hyunsoo ..! 아니 그건 제가 문과라서용. 아니 오타가 나서용. 23시간 2분이용
2021-08-27 12:40:46+00:00,@_ba1_baby 고멘네 문과라서
2021-08-27 11:55:07+00:00,@I_love_kenny 뼛속까지 문과라서
2021-08-27 10:34:11+00:00,"누가 나한테 감성충이라며 뭐라할 때 많은데 문과라서 어쩔 수 없읍니다,,, 저의 말을 견뎌주세요😇😇💕"
2021-08-27 07:26:34+00:00,@everlasdp 당군이쥨 우리 같은문과라서다행이야ㅠ 할렐루야🙏
2021-08-27 03:27:49+00:00,이게 다 문과인 주제에 제약회사 다니는 내 죄다 문송할 뿐입니다~~~~~ 문과라서 송구합니다~~~~~
2021-08-26 19:44:41+00:00,"나 문과라서 그런데
금속 크기를 줄였을 때 그 안에 있는 질량이 똑같다고 가정하면 그건 더 이상 사이즈를 줄이기 전과 같은 속성의 물체라고 할 수 없는 거 아님?"
2021-08-26 16:07:23+00:00,"@nemow_o 근데 사실 
나 뼈문과라서
수학은 젬병임"
2021-08-26 14:44:22+00:00,@mymeloger 아 ㅡ건 아니래 ㅋㅋㅋㅋㅋㅋㅋㅋ 그냥 캐릭터가 과학자라서 저지랄하는거임(ㅈㄴ 그냥 씹덕 과학 오타쿠라고 전해줘 벡터도 모르는 문과라서(
2021-08-26 13:51:29+00:00,"그.........
문과라서죄송해요ww.............."
2021-08-26 13:49:56+00:00,"얘드라 나지금경영으로트는거어케생각함
지금까지국문과가려고ㅋㅋ 생기부다국어로썻는대
국어성적이좆같고쓸만한게수학밖에없는데문과라서 맞는데가경영밖에없어
근데경영관련해서하나도흥미가없음"
2021-08-26 12:01:56+00:00,문과라서 이해는 못하겠지만 걱정스럽다 https://t.co/hEEN6tLTLU
2021-08-26 11:59:05+00:00,문과라서 무슨말인지 모르겠다 https://t.co/x41VXBK98v
2021-08-26 08:40:42+00:00,"@X2cOvu3jwebTsR4 저도 문과라서 일본어 많이 배울 수 있어요.
부디 잘 부탁드립니다!"
2021-08-26 08:15:08+00:00,"@nxnxk0 그나마 문과라서...
이과로 전향하려면 미적분 다시해야돼잉"
2021-08-26 08:10:01+00:00,"@NBZI27 이글완전 레전드문과라서한번 만들어봣어요 샘
🤟 https://t.co/03O81d3xst"
2021-08-26 06:58:36+00:00,"보내겠다고
그걸지금말이라고하나
저새끼 문과라서 나때는 수학 다 배웠는데 쟤는 그것도 아니라매
내친구 한참 경제, 금융 복수전공들을 때 수학으로 머리 빠개지려고하고 수업도 영어로 진행되서 힘들어하는데 영어도 수학도 성적도 안되는 놈을 투자쪽으로 보내겠다고 지금 나한테 전화한건가"
2021-08-26 06:17:08+00:00,@dearlight_1214 저도 파워문과라서…..^^ 저쪽 코너로는 발길을 돌려본적이 한번도 없네요…
2021-08-26 00:59:45+00:00,@sa_sami42 문과라서 그런 거 몰라 그리고 자연스럽게 본명 부르지마라 ㅋㅋㅋㅋㅋㅋㅋㅋ
2021-08-25 23:44:22+00:00,"뉴타운 두번째 잔은 이퀼리브리엄
여긴 맥주 이름이 다 왜 이렇지? 그것은 양조장 오너들이 MIT 출신이었기 때문이었다구 한다. 적성과 전공과 직업에 따라 골라 마셔 보세요! 반려드링커의 픽은 데이터 포인츠! 나는 문과라서 못 마심ㅋㅋㅋ 그럴린없죠 다른 하나는 스파티클 피직스 https://t.co/sG4sZhg93n"
2021-08-25 22:20:47+00:00,문과라서;
2021-08-25 14:54:56+00:00,제가 문과라서...(학교 자체가 문과학교) 시엔티아굴릴때 혹시 과학지식 쓸일 있으면 어쩌지?? 했는데 다행이 없었고
2021-08-25 14:36:21+00:00,@0606sweetpea_ 문과라서 슬퍼요 수2 확통 같이함 고2때
2021-08-25 12:49:35+00:00,20. 문과라서 너무나 자랑스럽습니다 https://t.co/StdxlrFGLC
2021-08-25 12:24:14+00:00,"문과라서 그런가 문송안함 사랑에 빠져 읽고 있어요 아직 초반부 달리고 있긴 한데 너무너무 문과대 나온 백수취향저격입니다. 웹소에서 사실 난 이런 글(만연체,묘사체,진언의 의미,새로운 세계관확장,전쟁요소..등) 길어서 잘리고 수요없어서 못 뜰 거라 단념한 사람인데.. 정수읠 작가님 멋져요."
2021-08-25 07:20:12+00:00,문과라서;
2021-08-25 05:13:09+00:00,"@ODD_tx 헉 정말녀?..
완전 문과라서 가망이 없을 줄 알앗더뇨 헤헤
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 학점에서 멀러지다녀
라임 대박이에요"
2021-08-24 17:16:17+00:00,"17 수학, 과학
핑계를 대보자면 뼈문과라서요
저한텐 많이 어렵드라구요(._.) 성적도 안나오구..

18 나무늘보상..? 

19 피곤하면 생겨요!^!

20 홍연 진짜 좋아해요!
그 외에는 누구랑 가는지에 따라 다른데 짱친이랑 놀 때는 방해쟁이도 자주 불러요☺️"
2021-08-24 14:25:45+00:00,저녁 먹을때 사촌형이 내일은 뭐할거냐고 물어서 연상 자연사 박물관 얘기했다가 너 딩초야? 다 큰줄 알았는데 아직도 애기네- 소리 들음ㅋㅋㅋㅋ 형이 문과라서 우주와 공룡의 매력을 모르는거라고 받아쳐보지만... 집에 가서도 놀림당함ㅠㅠ 그래도 꿋꿋이 아침 일찍 일어나서 출발하겠지.
2021-08-24 14:09:41+00:00,@sibal___3_ 하..나도ㅅㅂ 존나 문과라서 근데영어개못함
2021-08-24 09:29:21+00:00,"@Hyang_YG ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ저 찐문과라서 철학자계열 굴리는데ㅋㅋ 앨라이나 굴리면서 종종 머리 쥐어뜯었어요ㅋㅋㅋㅋ 아아아 영광이에요.... 아 쥐어박히지 마시라구요ㅋㅋㅋㅋㅋㅋㅋㅋ 차마 지원받은 외관을 보고서도 평범한 외관이라곤 할 수 없네요................ 인정은하는,ㅋㅋㅋㅋㅋ"
2021-08-24 07:53:59+00:00,한국어의 다양한 쓰임새를 보게 되고 정말 문과라서 대단한... 웹소 읽으면서 국문 공부 하는 기분으로 새삼 다시 배우게 되는 그런 소설😢
2021-08-24 02:20:11+00:00,문과라서;
2021-08-23 15:24:41+00:00,"히드라요? 전 문과라서 과학은 잘 모르겠네요
(거짓말이다, 한 번 본 백과사전은 머릿속에 들어가 있다. 그러나 지금은 대충 모면하고 할 일을 하겠다는 의지가 ""강력히"" 있다) https://t.co/JUszDyGpSP"
2021-08-23 13:39:28+00:00,@chanyul_1016 문과라서..
2021-08-23 13:25:38+00:00,"구배우를 좋아하게된 계기... 
걍 진짜 첨 보자마자 운명임을느꼇음.........아.......나는오늘이 아니더라도이사람을사랑햇겟구나...............저는 문과라서운명론을믿습니다.네?문과가 먼상관이냐고요?"
2021-08-23 11:49:28+00:00,근데 Cis-AB 이면 그럴 수 있다고 막 엄청 수근수근 거렸는데 저는 문과라서 그래요...? 함()
2021-08-23 10:20:50+00:00,"@dakaracool 제가 문과라서 몰랐던 건가요.,,? 이게 맞나"
2021-08-23 08:37:04+00:00,"대진준기 

ㅋㅋㅋ 문과라서 
500km가 얼마나 
되는지도 모르셔?
                           참사관씩이나 되어 놓구 
                           행정관도 모르는 거이 
                           자랑은 아니디
                           (지은씨한테 들었음) https://t.co/xzD8c82Z8l"
2021-08-23 07:52:41+00:00,과외학생들한테 자주 했던 얘긴데 나는 문과라서/이과라서 ~~~을 못한다는 앞뒤가 뒤바뀐 말임. 내 과외돌이는 수학 못해서 문과 갔는데 문과라서 수학 못한다고 맨날 그랬어.... 거꾸로잖아 계열은 어쨌든 내가 선택한거임
2021-08-23 05:52:18+00:00,@cherrytarian 나 문과라서 사탐해 ㅎ
2021-08-22 17:09:48+00:00,"이동수업을 할 땐 괜히 그 아이 자리에 앉기도 하고 
수업이 끝나고 걔가 자리로 돌아올 때까지 계속 앉아있기도 했어
걘 나 신경도 안 쓴 것 같았지만…

아무튼 그렇게 2학년이 되고 걘 이과로 간 것 같더라고.
나는 문과라서 같은 반이 될 확률도 없었고
걔가 유일하게 하는 sns 프로필만 들락했지"
2021-08-22 15:15:05+00:00,"마루: 2차원으로 가려면 어떻게 해야 할까?
소한: 이론적으로는 미분하면 갈 수 있습니다. 몸을 좀 남겨두지 않으면 적분해도 못 돌아오겠지만.
마루: (문과라서 이해는 못했지만, 미분하면 사진으로 들어갈 수 있나봐)
소한: 저도 문과입니다.

#벽원고"
2021-08-22 12:43:48+00:00,@newniese 난 문과라서 세균같은 거 몰라.
2021-08-22 07:50:46+00:00,"아 나 문과라서 그런 거 몰라ㅋ
ㅋ
ㅋ
ㅋㅋ ㅋㅋ ㅋㅋㅋ"
2021-08-22 06:01:57+00:00,"화학 강지우라는 키워드에 꽂혔음
이유는.... 딱히 없다
그런데 요즘 화학 뭐 배우는지 모르겠다
나는 문과라서 화학 안 듣는다..!!"
2021-08-22 02:56:55+00:00,@tglunaseo 아악 문과라서 다른분이 설명 ㅎ
2021-08-21 16:18:25+00:00,"""너 문과라서 나보다 똑똑하잖아?""
""문과 아닌뎁쇼.""

→스기다 잇세이"
2021-08-21 09:48:44+00:00,"@ku_rum_over 하.... 고3  자존심....  미안하다 문과라서,,"
2021-08-20 18:03:36+00:00,나는 문과라서 수학보다 외계인이 더 먼저 떠올랐음.....
2021-08-20 15:31:35+00:00,@bombs_9158 ㅋㅋㅋㅋㅋㅋ 코딩 넘 어렵져ㅠㅠㅠㅠ 문과라서 쉬운거 하는데도 머리 깨지는줄 알았어요... 간호대 잘 어울려요..!.!!!! 대박
2021-08-20 15:11:59+00:00,문과라서 잘 모르는데 뭐 물질이 무한순환한다 이것도 되게 좋아함 아인슈타인의 발톱이 내 심장막일 수도 잇고 이런거 너무 흥미롭쥬
2021-08-20 12:37:05+00:00,@lac_bleue 나는 오빠가 문과라서 사탐 알구있어써ㅋㅋㅋㅋㅋㅋ
2021-08-20 12:34:40+00:00,@sera_218 전 문과라서 수학을 안좋아하는데 재밌다고 하니까 이해가 안되네요
2021-08-20 10:55:41+00:00,"현실적으로 가고 싶지 안은데...
전 문과라서 잘 모르지만 고삼인 알젠은 화투 생투를 들을 거 같단 느낌이에요
물투.. 그딴 추악한 건 애한테 시킬 수 업다..
아 학생회하거나 아님 동아리 회장일 거 같음 
1학년때 자유동아리 원예부엿을듯? 2,3학년은 생기부관리한다고 진로쪽으로 들음"
2021-08-20 10:36:06+00:00,@YO__yi 저는 문과라서요 https://t.co/q88PxgFlr6
2021-08-20 10:24:17+00:00,@dmatmqrP 저는 보통문과가아니고 레전드문과라서그래요 ㅋ
2021-08-20 09:41:13+00:00,칼리오페 문과라서 단순 산수 수준의 통계도 제대로 못하는 거 같기도 함
2021-08-20 05:32:12+00:00,문과라서;
2021-08-20 05:09:59+00:00,@elf_pianoforte 으악 사탐 넘 시러 나 사탐 싫어서 이과왓다ㅜ 칭구들 다 문과라서 반 놀러 갈때마다 칠판에 자꾸 윤리 써잇음..ㅜ
