Datetime,Text
2021-09-06 15:56:59+00:00,@rlo_su 이과라서 백년만년 걸려요 이송합니다
2021-09-06 14:01:45+00:00,@12_pomegranate 우리 재하가 고양이과라서 새침떨고 그럴거 생각하면 너무 가슴 떨리는데 또 사귀면 바뀔수도 있으니 일단 마음속에 저장하고 기다려보겠습니다ㅎㅎㅎㅎ
2021-09-06 14:01:04+00:00,"A : 왜이렇게 덥지
나 : 비와서
A : 답을 원한게 아니었는데
나 : 아ㅋㅋ ㅈㅅ 이과라서그럼
A : 이과가 아니라 눈치가 없는거지
나 : ㅋㅋㅋㅋ꼭 그렇게 팩트폭격을 해야하냐
A : 이과라서그래ㅋㅋㅋㅋ"
2021-09-06 13:45:05+00:00,"얘네 학교 축제 겨울에 해서, 축제 끝나고 며칠 뒤에 겨울 방학이 시작됨. 

밤귺, 그날 이후로 시도때도 없이 숩읹이 생각만 나서 미칠지경임. 숩읹이 이과라서 반도 다르게 배정될 텐데… 노는 무리라는 게 있잖아. 숩읹이랑 그 무리가 하나도 안 겹침. 자연스럽게 말 걸 수가 없는 관계임."
2021-09-06 08:51:07+00:00,@cherry_summer_ 이과라서 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021-09-06 05:48:49+00:00,"@Higae__ 한 명은 있는데
이과라서 다른 반...😹

다른 친구들 앞에서 얘기하면
다들 나 놀리기 바쁨...🥲
🐈🐈"
2021-09-06 03:24:33+00:00,"사회쌤 추 우리반 이과라서 애들 다 자는데 추쌤 웃기고 유쾌해서 수업 꼭 들음... 걍 추쌤과 아이들돼서 수업때 걍 교탁 근처만 시끌시끌해 
국어쌤 뽀... 정직하고 깔끔하게 수업하시는데 수업보다도 쌤얼굴이 제일 재밌음 수업하시다가 웃기라도 하시는 날에 교실 어딘가에서 탄식이 울려퍼짐... https://t.co/OWsdANpXs3"
2021-09-05 18:43:25+00:00,"@kd07a 헐 대학 안가는구나
그럼 음악쪽으로 빠지는 걸까요??
델은 수학과 그런 쪽으로 갈 것 같으네요 뼈이과라서"
2021-09-05 15:55:35+00:00,프따씨… 이과라서… 이과드립 자주 나온다는데 저는 이해 못했다는
2021-09-05 15:43:42+00:00,"아 며칠전에 친구가 이런저런 일로 조금 힘들어 하는 것 같아서 통화하다가 친구한테 ""나도 문과 중에는 이과 성향이 강한 편이긴 한데 너랑 ㅇㅇ이 보면 이과라서 그런지 참 결과주의적이라는 생각이 종종 들어""라는 얘기를 들었어ㅋㅋㅋㅋㅌ"
2021-09-05 14:49:28+00:00,"오늘은 9모를 풀어봤습니다!
사실 뼈이과라서 국어 만년 4등급이였는데 3으로 올라서 너무 만족스러워요! https://t.co/guHm1xWkm3"
2021-09-05 13:39:40+00:00,@lloyd_marketer 헐 멘션 받았다🤭 이과라서 로이드 마케터는… 다음 생에 꼭 도전해 볼게요🥲
2021-09-05 13:17:47+00:00,술님이 왜 내가 이과라서 다행이라고 했는지 바로 이해하는중
2021-09-05 12:49:37+00:00,"이과라서 슬프다
말을 길게못해 흔해빠진거 뿐ㅋㅋㅋ"
2021-09-05 12:11:45+00:00,아니 개웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 독서실인데 둘이서 메모로 대화하다가 나한테 에어드롭 잘못 보냈나봄 ㅋㅋㅋㅋㅋㅋㅋㅋ 저는… 이과라서 뭔소린지 잘 모릅니다 https://t.co/r2QhpIO784
2021-09-05 11:44:26+00:00,"밍시배우랑 나은이랑 드라마에서
만나서 친해졌으면 좋갰어영
둘다 차분하고 은근히 장꾸이고 고양이과라서
낭니가 도도한 고양이라면 밍시배우님은
개냥이 같은 느낌이라서.."
2021-09-05 10:49:33+00:00,"@fairy_wnsgh 저는 이과라서 국어1,수학3,탐구2,정보1,영어1 이렇게 8개요!!"
2021-09-05 05:55:03+00:00,울 조카는 고앵이과라서 오라하면 절대안오고 지가 맘에 들때 몸을기댐
2021-09-05 05:48:17+00:00,"@backbackbackPP ㅎ ㅔ에,, ㅈ ㅓ 고등학교때는 법과 사회? 그런과목이엇던거같아여..어차피 이과라서 선택사항이아니었지만... 근데 확실히그때 재밌었던과목 지금 그냥취미로(?) 공부하면재밌긴하더라구여 화이팅이라굿"
2021-09-05 03:14:44+00:00,"1st 생일 스토리에서 슈발리에가 등장한다는 걸 듣고 샀고요

슈발리에도 이브 관련 가끔 동참하는걸 보면(지금까지 2번봄) 얘가 무슨생각인지 모르겠음

같은 고양이과라서 그런가"
2021-09-04 22:35:57+00:00,폭탄 제조… 일단 화학계열 아닌가? 화학은.. 과학이고… 과학은… 이과라서? 그리고 본인이 머리 좋다고 몇 번 그랬던 거 같기도...
2021-09-04 17:00:08+00:00,"아니요 걘 이과라서, 같은 반이었던 적은 없구요."
2021-09-04 15:29:15+00:00,그래.. 이과라서 그렇지? 그래 눈물난다
2021-09-04 12:57:05+00:00,@ddungwo 나도 이과라서 멀 추천을 못해주겟어 ㅠㅠㅠ
2021-09-04 11:13:14+00:00,"고양이과라서 장난기도 많고 애교도 많지만 제 영역에 대해서는 가차 없을 거야. 그 안에는 당연히 효짅도 포함되어있지. 저보다 낮은 어깨에 머리꿍 하거나, 장난친답시고 효짅꼬리 (아프지 않게)물었다가 꼬리로 맞는다"
2021-09-04 08:17:15+00:00,진짜진심개빡친다.................내가이과만아니엇어도면저일안겹치는데하필내가이과라서......................................................................................
2021-09-04 04:06:57+00:00,"@dkdlelnnn ?????? 분산이 편차 제곱 아님?
나 이과라서 확통을 잊은 여잔데 문과핝데 물어보는 게 빠를텐데"
2021-09-03 15:26:50+00:00,고3되고는 마주칠 일도 적을 듯. 대학가야지.. 그래도 둘 다 성적 나쁘지 않아서 바짝 공부중이라 점심시간 말고는 반에서 멀리 안나가는데 동 문과 쟴 이과라서 밥먹는 시간 절대 안겹칠듯
2021-09-03 14:06:23+00:00,"투피엠13주년정말축하하구용
#투피엠_13주년_함께해야해
하하하하핳저는이과라서그런가
#Dear2PM13Years
할말이가없네영하하하하하"
2021-09-03 14:00:55+00:00,@shiny_macross 저는 이과라서 약과로 겪었는데 제 동생이 문과라서 윤리 담당이 공포의 깜지를 호되게 당해서...
2021-09-03 11:23:56+00:00,정말... 다행이다 이친구가 이과라서...하.... https://t.co/phv4acTAKt
2021-09-03 10:54:48+00:00,난 이과라서 신이나 종교는 잘 안 와닿나보다.
2021-09-03 06:46:26+00:00,@ZEFF_is03 저는 이과라서 지원때 필요한 영역이 아님다
2021-09-03 04:58:22+00:00,그냥 수학 과학 언어를 못 하는 것입니다 닝겐이여… 문과라서 이과라서가 아니야-_-
2021-09-03 00:36:25+00:00,"뼈이과 박문대
박문대 뼈이과라서 브이앱할 때마다 지도 모르게 이과발언할 것 같은데 내가 뼈예체능이라 이과발언이 뭔지 알 수가 없어"
2021-09-02 15:06:53+00:00,"윤은 이과라서 7반에 있고 최는 문과라서 1반인데 굳이 7반까지 찾아와서 윤한테 시비터는 최. 

-야 윥정앉 니 체육복 있냐?
- 엉, 근데 너 줄 체육복은 없음
- 어이없네. 하긴 니 체육복 빌려도 작아서 못입겠다~ 
- 니네반으로 꺼져라."
2021-09-02 14:40:08+00:00,나 이과라서 이런거 못참는다......... 동공이 확장되었다고 고쳐줘라....... https://t.co/aLMerxH3du
2021-09-02 14:04:08+00:00,"아이 제가 이과라서 국어가 너무 어렵더라구요 혹시 실례가 안된다면 서진이 좀 데려가도 될까요 ? "" 뭐 이러면 헛기침 몇번하다가 "" 우린 나중에 다시 얘기하자 . 정신 똑바로 차려 . 나가봐 "" 그렇게 서진이 인사하고 나오면 자기 자존심에 눈물은 뚝뚝 흐르는데 자기가 좋아하는 사람 앞에서"
2021-09-02 13:50:51+00:00,"@mijeok_mijeok @Swith__09 .... 저는 수학포기한 이과라서요!!
저쪽으로 나가주시면됩니다
안녕히가세요 바이바이두바이야"
2021-09-02 12:47:55+00:00,@SQ7anV4U7a6Tfa8 이과라서 머르겧습니다
2021-09-02 12:45:36+00:00,@riyoriming ㅈㅅ해요이과라서
2021-09-02 06:31:12+00:00,"당장 근데 대학교 졸업하면 수학도 안하지안ㄹ을까요
일단 난 이과라서 어느 과를 가든 하게되어잇음.........................................."
2021-09-02 05:06:39+00:00,폭탄 제조… 일단 화학계열 아닌가? 화학은.. 과학이고… 과학은… 이과라서? 그리고 본인이 머리 좋다고 몇 번 그랬던 거 같기도...
2021-09-01 17:26:25+00:00,@SIN_NEAR_ 전 뼛속까지 이과라서...ㅎㅎ
2021-09-01 16:08:51+00:00,@PSI_melody0321 뼈이과라서?
2021-09-01 15:21:17+00:00,@bvhhr2fbP60bz0n 봉쌤은 이과라서 아직 등장 안한거죠?😂
2021-09-01 14:57:49+00:00,@kur0iir0 이새끼이과라서똑똑한거봐
2021-09-01 14:34:44+00:00,"#과목_호불호
국 : 내가매국노임을깨닫는시간
수 : 이과지만수학을못함을깨닫는시간
사 : 이과라서못한다고변명하고싶은시간
과 : 이관데왜못하는지할말이없는시간
영 : 오늘부터애국자"
2021-09-01 14:18:20+00:00,"@kimuricha &lt; 안 그래 보여도 물화생지1,2 다 한 사람
&lt; 안 그래 보여도 미적분 기하 다 한 사람

참. . . ‧º·(˚ ˃̣̣̥⌓˂̣̣̥ )‧º·˚ 
공부 못하는 이과라서 존경 안 해두 대..."
2021-09-01 14:00:24+00:00,@mhbeloved 저둡 ... 전 파워이과라서 그런지 ....
2021-09-01 13:32:15+00:00,"@Kimhongcha_tea 아 헐 감사합니다!!!!!!!!!
국어랑 수학... 진자... 많이 바뀌었네요...
헤헤 탐구는 과탐이면 돼요!!! 저도 이과라서... &gt;-&gt;○"
2021-09-01 12:09:22+00:00,@no1kku_fan 정말? 나 이과라서 다른거 못해
2021-09-01 10:41:42+00:00,@js_fiance_ty_ 미안하다 뼈이과라서
2021-09-01 10:18:15+00:00,저 이과라서 문구 생각 안 나니까 총알만 열심히 쏠게요...문과 믿어^^
2021-09-01 06:40:04+00:00,저 사이비하면 힘들때 심리상담해준다그래서 낚여가지고 아지트 비슷한데까지 따라간적있어요 근데 이과드립하고 나왔음 (제가 이과라서 합리적으로 웅앵웅) 다음날 아침에 학생예비군가야하니까 일찍 자야했어서 나오겠다고 생각하고 그드립친건데 안그랬으면 더있었을지도
2021-09-01 03:00:13+00:00,"아니요 걘 이과라서, 같은 반이었던 적은 없구요."
2021-08-31 17:23:00+00:00,"@h_ara_m ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 유화는 햇살캔데,,, 쨔아가,,, 이과라서 그랬어요... 죄송해요 죄송해요 ㅜㅠㅠㅜㅠㅜㅠㅜㅜㅠㅜㅠ"
2021-08-31 15:41:50+00:00,"인스타 찾고 보니까 현타오네요... 뭐 내 인생에 그렇게 중요한 일이라고...
결과적으로는 맛집 많이 다니시고 막 국어쌤답게 시 글귀같은거 캘리그래피...하시더라구요....
저는 뼈이과라서 문과 감성이 잘 모르겠지만....
되게 현타오네 이거..."
2021-08-31 14:35:06+00:00,"저도 윤리 조아 
-이과라서 뱉을 수 있는 발언"
2021-08-31 13:35:34+00:00,이과라서 타 종족과 외교 못함(혐오발언)
2021-08-31 12:57:34+00:00,"사실 언니한테 상하이라이팅 당해서;;
중국 수도가 상하이인것같고;; 막그럿내;;; 
이과라서 잘 모른다고 핑계댈게요"
2021-08-31 10:40:11+00:00,@DprtpF_Tor5X2 넼ㅋㅋ해여 고양이과라서..☺
2021-08-31 08:22:39+00:00,아니 근데 나 학창시절에 허강민이라는 이름 우연히 알게 됨. 심지어 이과라서 오.... 함. 외양은 전혀 아니지만 ^^*
2021-08-31 05:11:17+00:00,"#시즈니트친소 #시즈니_트친소

 사진과 인장 모두 젠프지만… 사실 드프인 
04년생 시즈니애옹…
나이 안가리고 다 친해질 수 있고…
이과라서 같은 이과즈니이면 꼭… 꼬옥… 
말 걸어주면 돼,,, (아녀도 괜츈아요… ❤️)
마음 누르면 찾아갈게요… 💙 https://t.co/NQuS53XIb4"
2021-08-30 16:51:23+00:00,"이과라서 못배우지만 늘 궁금했음
재밌어보여.. https://t.co/zhtW7czGNk"
2021-08-30 15:45:50+00:00,@l_am_nem 분위기는 문과인데 능력이 이과라서ㅋㅋㅋㅋㅋㅋ 의대 지망생하자 집 형편도 안좋으니까 의사돼서 집안을 세우겠다는 포부를 갖고있는 김마리아! 그럼 카타리나는 생물쌤돼서 마리아 알려주는거지
2021-08-30 14:36:25+00:00,이러다 다같이 알비온에서 만나는거 아닐까요 전 이과라서 여신이 안 데려가겠지만^------^ https://t.co/EoQcvasArX
2021-08-30 12:16:37+00:00,@qapl0o 언니는 이과라서 잘할 듯 ㅎ
2021-08-30 09:51:01+00:00,이과라서 그렇게 느끼는거 아님
2021-08-30 08:37:28+00:00,@noisywhitecat ㅁㅊ...................여기맞잖아 아니 저거 일러 왼쪽 캐 누구야........... 쟤 얼굴에 홀림+ 길드명 귀여움 해서 눌렀단 말임 진짜 처음 눌렀는데 ㅁㅊㄱㅋㅍㄷㄴㅍ 제가 이과라서 확통은 잘 모르겠는데 쟷든 개신기하네요 https://t.co/L9VajtMlj3
2021-08-30 08:26:05+00:00,@rochang1206 이과라서
2021-08-30 06:07:31+00:00,폭탄 제조… 일단 화학계열 아닌가? 화학은.. 과학이고… 과학은… 이과라서? 그리고 본인이 머리 좋다고 몇 번 그랬던 거 같기도...
2021-08-30 02:31:40+00:00,"우리학교는 1반은 완전문과 10반은 완전 이과라서 1반부터 10반까지 그라데이션으로 과가 정해짐
가운데 5반은 문과도 이과도 아님"
2021-08-30 01:00:33+00:00,"신화에서, 죽기로 되어 있었는데 어찌어찌 오래 산 인간 같은 이야기... 없나. 메리 쨩은 이과라서 잘 모른달까. (흐릿)"
2021-08-29 16:10:00+00:00,@rryang_ing 이과라서요 쪽지시험본적있는데 아무종이나피고 쓰라길래 생명수특피고 번호도안쓰고 생명했어요 헤헤
2021-08-29 15:55:18+00:00,@SEXpectancy 저어는 이과라서요... 1번 쓰려면 학교 활동이랑 개인적으로 한걸 연결지어야하는데 이게 생각보다 어렵더라구요...ㅠㅠㅠ 2번은 간부 활동을 좀 해서 그걸로 어케어케 썼는데 그냥 총체적으로 답이 없어요 ㅋㅋㅋㅋㅋㅋㅋㅋ 그치만 미래님두 저도 파이팅이에요!! 이겨내보자구요!!
2021-08-29 15:49:08+00:00,원고 세계에서 주어진 역할에 대한 멜키오르 / 클레이오 / 아서의 반응(삶에 대한 태도)을 실존주의 철학의 시선에서 탐구하기 &lt;진짜 존나 흥미로울 것 같은데 저는 철학 지식이 교양 수준을 못 벗어나는 이과라서 입만 벌리고 있겠습니다 누가 떠먹여줄때까지 존버하기
2021-08-29 15:27:23+00:00,"@Hi_2D_friends 하,,,,, 이짜식이 저를 안닮아서 저는이과인데도 례술충이거든요?근데 얘는 걍 뼈이과라서,,,저두 가끔꼴봬기싫어요 ㄹㅇ 근데진짜라뱌 넘기엽구 흐엉엉,,,,,드레스넘잘어울리고 술마니마시고담배피는거좋고,,,,,,"
2021-08-29 11:34:01+00:00,호랑이가 대형고양이과라서 동그란 동공이엇다고 기억함
2021-08-29 08:29:04+00:00,"현선희 문과임 (심리학과라서요)
근데 제가 이과라서
그렇게됏습니다
네"
2021-08-29 07:08:45+00:00,진짜 막공 세한여자는 ㅅㅂ 세상아 내가 보여줄게 너네가 그렇게 보면 내가 가장 행복한 야한여자가 되서 너네한테 보여줄거야!!!하는 단단한 외침 그리고 처절한 절규 같았던.. 몰라 나 이과라서 표현력 딸리는..
2021-08-29 01:54:39+00:00,"그런데 제가 이과라서 그런지 잘 이해되지 않는 이야기가 많더라구요
그래서 제대로 설명할 자신은 없지만..."
2021-08-28 23:00:18+00:00,"신화에서, 죽기로 되어 있었는데 어찌어찌 오래 산 인간 같은 이야기... 없나. 메리 쨩은 이과라서 잘 모른달까. (흐릿)"
2021-08-28 17:01:45+00:00,"@Ere_idv 저는.. 아무래도 이과라서 확통만 보면 머리 쥐어뜯고있어요.. 하나도 모르겠는 ㅠㅠㅠㅠㅠ 저희학교에서는 확통이 이과한테 필수과목이라(대체왜
근데 사실 미적분도 싫어요
기하로 갈아탈까 생각중인데..괜찮을까요?"
2021-08-28 15:42:32+00:00,"우리 집 안경잡이 이과라서 고지식하고, 꽉 막혔고, 졸라 독실해. 씨알도 안 먹힐 테니 반박할 생각은 마. 그만둬."
2021-08-28 15:04:34+00:00,진짜 이게 뭔소리야? 내가 문송이라 이해를 못하는건 아닐거아냐 이과라서저랑맞지도않고요짤
2021-08-28 13:31:18+00:00,"유타진짜 잘생겻는대。。。
내가 이과라서 표현을 못하겟음
아무튼 오빠진짜 잘생겻삽사리와요。。"
2021-08-28 12:57:34+00:00,"미향님한테 자소서 빌려드리고 싶은데 이과라서 도움 안 될듯 죄송해요(..,,)"
2021-08-28 12:30:06+00:00,"아니요 걘 이과라서, 같은 반이었던 적은 없구요."
2021-08-28 11:50:35+00:00,"@난이도 쉬워요
근데 빈센트는 이과라서 생각보다 어렵습니다
외냐면 제가 이과니까용가리.

우리철수랑모트를믿어보자"
2021-08-28 11:17:14+00:00,"@AKSSUSVLFS 난이도 쉬워요
근데 빈센트는 이과라서 생각보다 어렵습니다
외냐면 제가 이과니까용가리."
2021-08-28 10:34:17+00:00,@L0VELETTER_S2 미술사회국어중고민중인데님이이과라서수학해야살것같음
2021-08-28 02:19:22+00:00,@calledvivi 난 이과라서 그따구인가벼
2021-08-28 00:22:21+00:00,이과라서 미안해.........
2021-08-27 22:24:39+00:00,"그런데 제가 이과라서 그런지 잘 이해되지 않는 이야기가 많더라구요
그래서 제대로 설명할 자신은 없지만..."
2021-08-27 20:49:15+00:00,"@xevinka_FV 아~~ 무릎탁치고감 이과라서 설명진짜 이해가 팍되네요~~~ 
물론 지도 상식적으론 보통 오펠리랑 다른거 알지만 ... 평생 자신 맨살에 닿으려고는 안하고+ 자신이 범죄자라도 될까봐 착하고 좋은것들만 들려주는 선량한 부모님 아래에서 자신이 마음 잘못먹으면 언제든지 누구든 해칠 수 있을거라며"
2021-08-27 18:41:28+00:00,왜...난 똥손인거지...?  나도 그림 잘 그리고 싶다 내가ㅜ파는 겊 연성하고 싶단 말이다 진짜 심지어 이과라서 연성글도 잘 못써...하 세상에나
2021-08-27 17:19:14+00:00,@ek__dus 여고 이과라서 그모양이긴 했음…
2021-08-27 17:02:33+00:00,"@aft_idv 전 이과라서,, 걍 미적분 택했어요😂"
2021-08-27 16:17:52+00:00,"전그냥제가이과라서정명도햇는데
과학의도시길래"
2021-08-27 15:30:02+00:00,@nephronsdoshits 싫어요 선배님은 이과라서 대학원 가면 멋지겠지만... 저는 아니라구요
2021-08-27 15:05:19+00:00,"제가 골라드리는 라뉴님 best 픽
결혼: 멘디 (누구든간에 결혼은 멘디랑 해야 함)
연애: 베를 (오구오구해주실듯+뇌가 이과라서 잘맞을듯)
썸: 벹벤 (얘도 약간 분석적인 머리 있고 뭔가 연애보다는 괴롭히고 싶어하시는 듯함)"
2021-08-27 09:50:21+00:00,6. 한때 국립과학수사연구원 하고싶어했었ㅇ여 !! 국과수 .. 이과라서 고이 접음
2021-08-27 09:50:13+00:00,@A_hun_Byul 제가 이과라서..? 지금까지 살면서 한 게 수학 밖에 없어요
2021-08-26 16:23:55+00:00,@dldwhdld @im_chil 그건 공룡에 대한 성급한 일반화가 아닐까요? 타카노가 못하는거지 다른 공룡들은 할수 잇어요 제가 이과라서 알음
2021-08-26 15:09:12+00:00,"@_nembi_ 제가 이과라서 잘 표현을 모대요•••
근데 정말… 좋네요…"
2021-08-26 06:50:25+00:00,"@mingyu_lover_05 @_ha_ha_ha_h___ 왴ㅋㅋㅋ 난 뼈 이과라서.., 수학 과학 영어 좋아함..젛아하는건 어니고 걍 좀 ㄱㅊ은"
2021-08-26 04:22:26+00:00,손편지 쓰다가 울거 같아서 시 써볼까... 시 안쓴지 오래됏는데••• 이과라서 더 그렇고..
2021-08-25 15:30:01+00:00,나... 진짜 뼈이과라서 그런지 문송 읽을때 좀 힘듬... 내가 책을 진짜 안 읽었구나 싶고...
2021-08-25 10:31:42+00:00,@alcoholsomm 쌩이과라서 교과로 배워본적이 읎는데 관심은 있어서 나무위키나 책 좀 뒤져보고 그랬다는 소리ㅣ
2021-08-25 08:27:46+00:00,이과라서 죄송합니다. ..
2021-08-25 08:23:39+00:00,갈서 아니고 갈동이네 저 이과라서 지리 몰라요 양해바랍니다 감사합니다
2021-08-25 03:22:08+00:00,@o_il_ 죄송합니다 명예이과라서 전공 말고 다른 분야는 퇴화했네요
2021-08-24 22:00:12+00:00,"아니요 걘 이과라서, 같은 반이었던 적은 없구요."
2021-08-24 17:15:05+00:00,저 이과라서 그런데 진도가너무빠른것같아요 선생님
2021-08-24 15:05:09+00:00,"세상이 존재하기 않았던 날부터 그러니까 우주의 탄생 빅뱅(no group)부터 세상이 존재하지 않을 날까지
이과라서 다행이다
우주는 가속 팽창 중이라 끝날 일이 없음
영케이 유니버스"
2021-08-24 11:55:46+00:00,@king_god_belzer 그것도대머리예요...아주가혹한대머리들의습격이죠... 근데 여자들이아주아름답고 여주는참지않긔 청명이과라서 사이다전개만있어요 심심하면봐보새요 굿
2021-08-24 09:15:33+00:00,급 브레이크 걸림 이과라서 생활과 윤리 개똥으로도 모르는 사람
2021-08-24 09:10:45+00:00,셀라시아 약간 도덕선생님처럼 생겼는데 가르치는거 보면 뼈이과라서 웃김
2021-08-24 09:10:21+00:00,@YLW_0020 오마이갓 전 이과라서... 지금 미적분 하고십은 기분.. 고딩때 얼마나 재밋엇는데....... .. .. .  ...
2021-08-23 11:49:36+00:00,언니 고양이과라서
2021-08-23 11:19:45+00:00,15. 이과라서 화학이랑 수학 좋아함! 근데 요즘 수학 좀 싫어짐.. 너무 어려워..
2021-08-23 10:54:46+00:00,"그런데 제가 이과라서 그런지 잘 이해되지 않는 이야기가 많더라구요
그래서 제대로 설명할 자신은 없지만..."
2021-08-23 09:52:19+00:00,"@Kinen47 나는 이과라서 모르겠어
그치만 문과트친도 재미있게 읽고 있으니까 괜찮지 않을까"
2021-08-23 09:45:13+00:00,@Hades_Phantom_ 저는 이과라서 지리는 안했어요~
2021-08-23 08:35:37+00:00,@bluewinds99 명준이 요즘 미모 비결같아서 드릉드릉합니다 뭐먹는지 공답좀 해주지 ㅋㅋㅋㅋ 저는 이과아닌이과라서 고용량 갓성비 추구하거든요 ㅎ...
2021-08-23 08:27:32+00:00,마도과학의 발전이 이런 결과가 됐구나..이과라서 죄송합니다
2021-08-23 07:52:41+00:00,과외학생들한테 자주 했던 얘긴데 나는 문과라서/이과라서 ~~~을 못한다는 앞뒤가 뒤바뀐 말임. 내 과외돌이는 수학 못해서 문과 갔는데 문과라서 수학 못한다고 맨날 그랬어.... 거꾸로잖아 계열은 어쨌든 내가 선택한거임
2021-08-22 17:52:57+00:00,뼛속부터이과라서 철학나오면 그냥어버버함 어...어그렇군요(ㅈㅅ..)
2021-08-22 17:25:12+00:00,"대체 뭘 드실 수 있는 건데요
이과라서 0과 1로 된 음식만 드실 수 있나요? https://t.co/0LvjmOJlJK"
2021-08-22 16:03:48+00:00,"약간... 이과 이르미vs문과 키르아 같기도
키르 분수를 알아야지,
형은 이과라서 주제를 모르는 구나 https://t.co/g2RnSxE7yB https://t.co/xAQSE6pop9"
2021-08-22 14:04:35+00:00,개발자 트친소라는 태그가 보여서 기웃기웃했다가 다들 이과라서 백스텝함... 그림 트친소를 하자니 사담에 빠질거같고... 트위터 홍보하고 싶은데 어렵네요
2021-08-22 14:04:15+00:00,"@_mani_w 마니시 아직 개발완료안한거에요⁉️⁉️
(아 전 가짜 이과라서"
2021-08-22 13:18:37+00:00,"15. 이과라서 무조건 수학 과학
과학도 그중에서 물리 조하앟ㅁ ㅎㅎㅎ"
2021-08-22 09:52:50+00:00,@hini_1226 우와 부럽다ㅠㅠㅠ 우리집은 다들 이과라서...아 그 책 알지알지 읽어보진 않았지만 히가시노 게이고 책이잖앜ㅋㅋㅋㅋㅋㅋ 그 생명윤리 관련된 부분은 진짜 논란의 여지도 많고 다양한 분야의 관점에서 생각해봐야해서 많이 흥미가 가더라..
2021-08-21 23:36:46+00:00,댕햄 중에 한명 문과or예체능이고 한명 이과라서 싸울때마다 이러는거 보고싶다 https://t.co/6DYcDGomuf
2021-08-21 12:40:57+00:00,고딩 때 카리나 닮은 여자애 있었는데 걔는 문과고 난 이과라서 무슨 수를 써도 접점이 없어서... 아무것도 못 하고 끝났음. 끝났다고 정의하기도 좀 그렇네
2021-08-21 08:51:55+00:00,대장 이과라서 이런거 개극혐할텐데
2021-08-21 08:00:16+00:00,"아니요 걘 이과라서, 같은 반이었던 적은 없구요."
2021-08-21 04:54:50+00:00,난 이과라서 신이나 종교는 잘 안 와닿나보다.
2021-08-20 19:00:10+00:00,ㅇ아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 저도 이과라서 (???) 괜찮앗습니다 사실.... 배운지오래되어서 기억은 잘 안나지만...
2021-08-20 15:57:13+00:00,"@eeeshinpp_ 아개웃겨
저이과라서어쩔수없어요
#느껴
우리어짜피모두다트창이잖아요
평생트창하면되"
2021-08-20 14:14:48+00:00,@fire_girl_030 나 이과라서 문과화법 이해못해~ㅋㅋㅋㅋ
2021-08-20 13:19:01+00:00,@Q3R60 하지만 나는. 이과라서 걍 주제 보자마자 응 안 해~ 이러고 진짜 안 함
2021-08-20 13:15:11+00:00,"다행이다! 나는 시마자키가 좋지만, 이과라서 더 좋아."
